file,row,column,table,cell,published,digits,note
table6.csv,6,NJ_minus_PA_se,Table 6,Free meal program (percentage) | NJ_minus_PA_se,3.97,2,released-data GAP regressions differ for several outcomes
table6.csv,6,NJ_dummy,Table 6,Free meal program (percentage) | NJ_dummy,0.49,2,released-data GAP regressions differ for several outcomes
table6.csv,6,NJ_dummy_se,Table 6,Free meal program (percentage) | NJ_dummy_se,4.5,2,released-data GAP regressions differ for several outcomes
table6.csv,6,GAP,Table 6,Free meal program (percentage) | GAP,29.9,2,released-data GAP regressions differ for several outcomes
table6.csv,6,GAP_se,Table 6,Free meal program (percentage) | GAP_se,23.75,2,released-data GAP regressions differ for several outcomes
table6.csv,6,GAP_with_regions,Table 6,Free meal program (percentage) | GAP_with_regions,36.91,2,released-data GAP regressions differ for several outcomes
table6.csv,6,GAP_with_regions_se,Table 6,Free meal program (percentage) | GAP_with_regions_se,27.9,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_mean_change,Table 6,Combination of low-price and free meals (percentage) | NJ_mean_change,-4.04,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_mean_se,Table 6,Combination of low-price and free meals (percentage) | NJ_mean_se,1.98,2,released-data GAP regressions differ for several outcomes
table6.csv,7,PA_mean_change,Table 6,Combination of low-price and free meals (percentage) | PA_mean_change,-5.13,2,released-data GAP regressions differ for several outcomes
table6.csv,7,PA_mean_se,Table 6,Combination of low-price and free meals (percentage) | PA_mean_se,3.11,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_minus_PA,Table 6,Combination of low-price and free meals (percentage) | NJ_minus_PA,1.09,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_minus_PA_se,Table 6,Combination of low-price and free meals (percentage) | NJ_minus_PA_se,3.69,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_dummy,Table 6,Combination of low-price and free meals (percentage) | NJ_dummy,1.2,2,released-data GAP regressions differ for several outcomes
table6.csv,7,NJ_dummy_se,Table 6,Combination of low-price and free meals (percentage) | NJ_dummy_se,4.32,2,released-data GAP regressions differ for several outcomes
table6.csv,7,GAP,Table 6,Combination of low-price and free meals (percentage) | GAP,-11.87,2,released-data GAP regressions differ for several outcomes
table6.csv,7,GAP_se,Table 6,Combination of low-price and free meals (percentage) | GAP_se,22.87,2,released-data GAP regressions differ for several outcomes
table6.csv,7,GAP_with_regions,Table 6,Combination of low-price and free meals (percentage) | GAP_with_regions,-19.19,2,released-data GAP regressions differ for several outcomes
table6.csv,7,GAP_with_regions_se,Table 6,Combination of low-price and free meals (percentage) | GAP_with_regions_se,26.81,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_mean_change,Table 6,Time to first raise (weeks) | NJ_mean_change,3.77,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_mean_se,Table 6,Time to first raise (weeks) | NJ_mean_se,0.89,2,released-data GAP regressions differ for several outcomes
table6.csv,8,PA_mean_change,Table 6,Time to first raise (weeks) | PA_mean_change,1.26,2,released-data GAP regressions differ for several outcomes
table6.csv,8,PA_mean_se,Table 6,Time to first raise (weeks) | PA_mean_se,1.97,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_minus_PA,Table 6,Time to first raise (weeks) | NJ_minus_PA,2.51,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_minus_PA_se,Table 6,Time to first raise (weeks) | NJ_minus_PA_se,2.16,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_dummy,Table 6,Time to first raise (weeks) | NJ_dummy,2.21,2,released-data GAP regressions differ for several outcomes
table6.csv,8,NJ_dummy_se,Table 6,Time to first raise (weeks) | NJ_dummy_se,2.03,2,released-data GAP regressions differ for several outcomes
table6.csv,8,GAP,Table 6,Time to first raise (weeks) | GAP,4.02,2,released-data GAP regressions differ for several outcomes
table6.csv,8,GAP_se,Table 6,Time to first raise (weeks) | GAP_se,10.81,2,released-data GAP regressions differ for several outcomes
table6.csv,8,GAP_with_regions,Table 6,Time to first raise (weeks) | GAP_with_regions,-5.1,2,released-data GAP regressions differ for several outcomes
table6.csv,8,GAP_with_regions_se,Table 6,Time to first raise (weeks) | GAP_with_regions_se,12.74,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_mean_change,Table 6,Usual amount of first raise (dollars) | NJ_mean_change,-0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_mean_se,Table 6,Usual amount of first raise (dollars) | NJ_mean_se,0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,9,PA_mean_change,Table 6,Usual amount of first raise (dollars) | PA_mean_change,-0.02,2,released-data GAP regressions differ for several outcomes
table6.csv,9,PA_mean_se,Table 6,Usual amount of first raise (dollars) | PA_mean_se,0.02,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_minus_PA,Table 6,Usual amount of first raise (dollars) | NJ_minus_PA,0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_minus_PA_se,Table 6,Usual amount of first raise (dollars) | NJ_minus_PA_se,0.02,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_dummy,Table 6,Usual amount of first raise (dollars) | NJ_dummy,0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,9,NJ_dummy_se,Table 6,Usual amount of first raise (dollars) | NJ_dummy_se,0.02,2,released-data GAP regressions differ for several outcomes
table6.csv,9,GAP,Table 6,Usual amount of first raise (dollars) | GAP,0.03,2,released-data GAP regressions differ for several outcomes
table6.csv,9,GAP_se,Table 6,Usual amount of first raise (dollars) | GAP_se,0.11,2,released-data GAP regressions differ for several outcomes
table6.csv,9,GAP_with_regions,Table 6,Usual amount of first raise (dollars) | GAP_with_regions,0.03,2,released-data GAP regressions differ for several outcomes
table6.csv,9,GAP_with_regions_se,Table 6,Usual amount of first raise (dollars) | GAP_with_regions_se,0.11,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_mean_change,Table 6,Slope of wage profile (percent per week) | NJ_mean_change,-0.1,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_mean_se,Table 6,Slope of wage profile (percent per week) | NJ_mean_se,0.04,2,released-data GAP regressions differ for several outcomes
table6.csv,10,PA_mean_change,Table 6,Slope of wage profile (percent per week) | PA_mean_change,-0.11,2,released-data GAP regressions differ for several outcomes
table6.csv,10,PA_mean_se,Table 6,Slope of wage profile (percent per week) | PA_mean_se,0.09,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_minus_PA,Table 6,Slope of wage profile (percent per week) | NJ_minus_PA,0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_minus_PA_se,Table 6,Slope of wage profile (percent per week) | NJ_minus_PA_se,0.1,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_dummy,Table 6,Slope of wage profile (percent per week) | NJ_dummy,0.01,2,released-data GAP regressions differ for several outcomes
table6.csv,10,NJ_dummy_se,Table 6,Slope of wage profile (percent per week) | NJ_dummy_se,0.1,2,released-data GAP regressions differ for several outcomes
table6.csv,10,GAP,Table 6,Slope of wage profile (percent per week) | GAP,-0.09,2,released-data GAP regressions differ for several outcomes
table6.csv,10,GAP_se,Table 6,Slope of wage profile (percent per week) | GAP_se,0.56,2,released-data GAP regressions differ for several outcomes
table6.csv,10,GAP_with_regions,Table 6,Slope of wage profile (percent per week) | GAP_with_regions,-0.08,2,released-data GAP regressions differ for several outcomes
table6.csv,10,GAP_with_regions_se,Table 6,Slope of wage profile (percent per week) | GAP_with_regions_se,0.57,2,released-data GAP regressions differ for several outcomes
table7.csv,1,estimate,Table 7,model i | estimate,0.033,3,released file gives 317 observations; paper reports 315
table7.csv,1,std_error,Table 7,model i | SE,0.014,3,released file gives 317 observations; paper reports 315
table7.csv,1,regression_SE,Table 7,model i | regression SE,0.101,3,released file gives 317 observations; paper reports 315
table7.csv,2,estimate,Table 7,model ii | estimate,0.037,3,released file gives 317 observations; paper reports 315
table7.csv,2,std_error,Table 7,model ii | SE,0.014,3,released file gives 317 observations; paper reports 315
table7.csv,2,regression_SE,Table 7,model ii | regression SE,0.097,3,released file gives 317 observations; paper reports 315
table7.csv,3,estimate,Table 7,model iii | estimate,0.077,3,released file gives 317 observations; paper reports 315
table7.csv,3,std_error,Table 7,model iii | SE,0.075,3,released file gives 317 observations; paper reports 315
table7.csv,3,regression_SE,Table 7,model iii | regression SE,0.102,3,released file gives 317 observations; paper reports 315
table7.csv,4,estimate,Table 7,model iv | estimate,0.146,3,released file gives 317 observations; paper reports 315
table7.csv,4,std_error,Table 7,model iv | SE,0.074,3,released file gives 317 observations; paper reports 315
table7.csv,4,regression_SE,Table 7,model iv | regression SE,0.098,3,released file gives 317 observations; paper reports 315
table7.csv,5,estimate,Table 7,model v | estimate,0.063,3,released file gives 317 observations; paper reports 315
table7.csv,5,std_error,Table 7,model v | SE,0.089,3,released file gives 317 observations; paper reports 315
table7.csv,5,regression_SE,Table 7,model v | regression SE,0.097,3,released file gives 317 observations; paper reports 315
table7_summary.csv,1,n,Table 7,sample size,315.0,0,released file gives 317 complete observations
table7_summary.csv,1,dependent_mean,Table 7,dependent mean,0.0173,4,
table7_summary.csv,1,dependent_sd,Table 7,dependent SD,0.1017,4,
